Materia,iddomanda,domanda,risposta1,risposta2,risposta3,risposta4,risposta_corretta
SIMULAZIONE ALTRE BUSTE 6,VATB6_43,l'informazione sui rischi aziendali è:,Un'attività che viene svolta al momento dell'assunzione in azienda poi è a discrezione del lavoratore,facoltativa per il datore di lavoro  per i dirigenti e i preposti  obbligatoria per tutti i lavoratori,obbligatoria per tutti i lavoratori che sono tenuti a partecipare agli incontri di formazione,,obbligatoria per tutti i lavoratori che sono tenuti a partecipare agli incontri di formazione
SIMULAZIONE ALTRE BUSTE 6,VATB6_44,II DVR aziendale è,il documento di valutazione del rendimento dei lavoratori,il documento di valutazione dei rischi che comprende obbligatoriamente tutti i rischi identificabili,un documento facoltativoche può essere consultato solo dal datore di lavoro o dal RSPP,,il documento di valutazione dei rischi che comprende obbligatoriamente tutti i rischi identificabili
SIMULAZIONE ALTRE BUSTE 6,VATB6_45,il medico competente può rivelare i dati sanitari dei lavoratori:,solo al datore di lavoro,solo al rappresentante dei lavoratori per la sicurezza,solo alle autorità giudiziarie  magistrato o agli uffici dell'ATS e solo per motivi di indagine - i dati sanitari sono coperti dal segreto professionale,,solo alle autorità giudiziarie  magistrato o agli uffici dell'ATS e solo per motivi di indagine - i dati sanitari sono coperti dal segreto professionale
SIMULAZIONE ALTRE BUSTE 6,VATB6_46,cosa è un infortunio,Una lesione subita dal lavoratore in occasione di lavoro per una causa violenta e improvvisa,un trauma dovuto ad un incidente avvenuto fuori dall'ambito lavorativo,una malattia che si manifesta dopo vari anni dall'esposizione al rischio di lavoro,,Una lesione subita dal lavoratore in occasione di lavoro per una causa violenta e improvvisa
SIMULAZIONE ALTRE BUSTE 6,VATB6_47,cosa è un infortunio in itinere,Un infortunio che avviene quando il lavoratore si muove tra i vari reparto della sede aziendale,un incidente stradale durante il ritorno dal lavoro,un infortunio che può avvenire nel tragitto per raggiungere o ritornare sul posto di lavoro,,un infortunio che può avvenire nel tragitto per raggiungere o ritornare sul posto di lavoro
SIMULAZIONE ALTRE BUSTE 6,VATB6_48,tra i compiti degli addetti alla gestione delle emergenze vi sono:,predisporre il piano di intervento in caso di incidente rilevante,allertare il sistema di soccorso,organizzare l'evacuazione dai luoghi di lavoro,,organizzare l'evacuazione dai luoghi di lavoro
SIMULAZIONE ALTRE BUSTE 6,VATB6_49,qual è tra i seguenti enti e organi di vigilanza e assistenza in materia di sicurezza sul lavoro,polizia provinciale,polizia urbana,ATS,,ATS
SIMULAZIONE ALTRE BUSTE 6,VATB6_50,Come vengono classificati i dispositivi di protezione individuale DPI?,Classe A  classe B  Classe C,prima categoria  seconda categoria  terza categoria,fascia verde  fascia gialla  fascia rossa,,prima categoria  seconda categoria  terza categoria
SIMULAZIONE ALTRE BUSTE 7,VATB7_1,I lavoratori hanno l'obbligo di utilizzare:,in modo appropriato i dispositivi di protezione messi a loro disposizione,leggere un loro rappresentante per la sicurezza,contribuire attivamente alla valutazione dei rischi,,in modo appropriato i dispositivi di protezione messi a loro disposizione
SIMULAZIONE ALTRE BUSTE 7,VATB7_2,I cartelli segnaletici di avvertimento,hanno forma rotonda e vietano un'azione,hanno forma triangolare e segnalano un pericolo,hanno forma rettangolare e segnalano un rischio,,hanno forma triangolare e segnalano un pericolo
SIMULAZIONE ALTRE BUSTE 7,VATB7_3,nella valutazione dei rischi incendio cosa è un comburente,La condizione energeticanecessaria perché la reazione di combustione abbia luogo,una sostanza che agisce come agente ossidante di un combustibile in una reazione di combustione,una sostanza naturale o artificiale solida liquida gassosa capace di infiammarsi organica o inorganica,,una sostanza che agisce come agente ossidante di un combustibile in una reazione di combustione
SIMULAZIONE ALTRE BUSTE 7,VATB7_4,I lavoratori che non indossano i DPI sono punibili con:,declassamento e cambiamento di mansione,l'arresto fino ad un mese o l'ammenda da 254 a 737 euro,il licenziamento immediato,,l'arresto fino ad un mese o l'ammenda da 254 a 737 euro
SIMULAZIONE ALTRE BUSTE 7,VATB7_5,In caso di urgenza se si è soli sul luogo dell'accaduto,Prima si prende il kit del P.S. in auto  poi si pratica l'intervento,prima si chiama il 112 poi si pratica l'intervento,si prosegue per la propria strada incuranti dell'accaduto,si interviene subito,prima si chiama il 112 poi si pratica l'intervento
SIMULAZIONE ALTRE BUSTE 7,VATB7_6,Come personale non del 118  chi ha svolto il corso di primo soccorso è chiamato ad intervenire nelle situazioni di,Emergenza,baldanza,urgenza,intransigenza,urgenza
SIMULAZIONE ALTRE BUSTE 7,VATB7_7,L'obiettivo di BLS è,Farsi vedere belli dalla gente che passa,la prevenzione dei danni anossici cerebrali,la prevenzione delle fratture,la prevenzione degli incidenti domestici,la prevenzione dei danni anossici cerebrali
SIMULAZIONE ALTRE BUSTE 7,VATB7_8,le due regole del soccorritore sono,Vestiti sempre bene e tenere sempre un paio di guanti in auto,buttarsi a capofitto nelle situazioni di urgenza e improvvisarsi sempre infermieri di 118,prima quella degli altri e dopo la tua vita  prima nuocere e poi lavorare,non farsi male e lavorare in sicurezza,non farsi male e lavorare in sicurezza
SIMULAZIONE ALTRE BUSTE 7,VATB7_9,Nella cassetta di Pronto soccorso per le aziende di categoria A  sicuramente non troveremo,Un paio di forbici  bottone  lacci emostatici  ghiaccio pronto all'uso,flaconi di soluzione fisiologica  confezioni di cerotto di varie misure,garze sterili  flacone di soluzione cutanea di iodio povidone al 10%,un bisturi monouso  corda di urina di cavallo resistente  accendino antivento,un bisturi monouso  corda di urina di cavallo resistente  accendino antivento
SIMULAZIONE ALTRE BUSTE 7,VATB7_10,Durante la manovra dell'apertura delle vie aeree,Utilizza lo strumento apposito per evitare di maneggiare corpo della persona,avvicina il mento il più possibile al centro del petto per aumentare la pervietà delle vie aeree,solleva con due dita il mento  spingi la testa all'indietro appoggiando la mano sulla fronte,tolgo la maglia della persona per ridurre al minimo gli impedimenti alla respirazione,solleva con due dita il mento  spingi la testa all'indietro appoggiando la mano sulla fronte
SIMULAZIONE ALTRE BUSTE 7,VATB7_11,Per valutare lo stato di coscienza,Chiama ad alta voce  scuoti delicatamente  chiama aiuto e fai attivare il sistema di emergenza,chiami a bassa voce  schiaffeggia rudemente  chiama aiuto e fai attivare il sistema di emergenza,chiama subito aiuto e fai attivare il sistema di emergenza  posiziona la vittima su un piano rigido,chiama ad alta voce  scuoti delicatamente  non chiamare nessuno per non disturbare i passanti,Chiama ad alta voce  scuoti delicatamente  chiama aiuto e fai attivare il sistema di emergenza
SIMULAZIONE ALTRE BUSTE 7,VATB7_12,La posizione laterale di sicurezza:,serve per mantenere il corpo stabile e prevenire le ab-ingestis da materiale gastrico,non è una posizione utilizzata in primo soccorso,consiste nell'elevare gli arti inferiori della persona per facilitare l'afflusso di sangue al cervello,fa parte delle posizioni sedute per facilitare la respirazione diaframmatica,serve per mantenere il corpo stabile e prevenire le ab-ingestis da materiale gastrico
ALTRI TEST - ANATOMIA,TVAN1,Dove si trova l'osso denominato navicolare,Piede,Polso,Tutte le risposte,,Piede
ALTRI TEST - ANATOMIA,TVAN2,Quali sono gli ormoni che regolano gli zuccheri nel sangue,Insulina e somatostatina,Insulina a paratormone,Insulina e glucagone,,Insulina e glucagone
ALTRI TEST - ANATOMIA,TVAN3,Quale neurotrasmettitore è fondamentale per le sinapsi cerebrali,Serotonina,Melatonina,Noradrenalina,,Serotonina
ALTRI TEST - ANATOMIA,TVAN4,Quali ormoni regolano i livelli di calcio ematico,Calcitonina e adrenalina,Paratormone e calcitonina,Costisolo e insulina,,Paratormone e calcitonina
ALTRI TEST - ANATOMIA,TVAN5,Quale direzione ha il sistema di ritorno venoso,Centripeta,Eccentrica,Entrambe le risposte sono corrette,,Centripeta
ALTRI TEST - ANATOMIA,TVAN6,Quale muscolo gioca un ruolo primario nella respirazione,Diaframma,Scaleni,Intercostali,,Diaframma
ALTRI TEST - ANATOMIA,TVAN7,Quale sostanza viene assorbita esclusivamente nello stomaco,Acqua,Lipidi,vitamina b12,,vitamina b12
ALTRI TEST - ANATOMIA,TVAN8,Durante la contrazione muscolare  il meccanismo di scorrimento delle fibrocellule è dato da,L'accorciamento delle fibre di actina e miosina,Dallo scorrimento dell'actina sulla miosina,Dallo scorrimento della miosina sull'actina,,Dallo scorrimento dell'actina sulla miosina
ALTRI TEST - ANATOMIA,TVAN9,Il tessuto cartilagineo è costituito da cellule denominate,Dendritiche,Fibrociti,Condrociti,,Condrociti
ALTRI TEST - ANATOMIA,TVAN10,Se ho il piccolo pettorale in ipertono stiamo parlando di quale catena cinetica,Anteriore,Posteriore,Centrale,,Centrale
ALTRI TEST - ANATOMIA,TVAN11,Come vengono classificati i tessuti umani,Epiteliale  connettivo  muscolare  nervoso,Dermico  connettivo  muscolare  nervoso,Cardiaco  striato  liscio,,Epiteliale  connettivo  muscolare  nervoso
ALTRI TEST - ANATOMIA,TVAN12,Con il termine dermatomero si intende,Il punto in cui il nervo esce dal segmento midollare,La zona di cute innervata da un nervo,Una patologia del derma,,La zona di cute innervata da un nervo
ALTRI TEST - ANATOMIA,TVAN13,Il muscolo psoas è,Flessore e intrarotatore dell'anca,Estensore e extrarotatore dell'anca,Flessore e extrarotatore dell'anca,,Flessore e extrarotatore dell'anca
ALTRI TEST - ANATOMIA,TVAN14,L'articolazione sotto-astragalica permette la,Prono-supinazione del piede,Flesso-estensione del piede,Entrambe le risposte,,Entrambe le risposte
ALTRI TEST - ANATOMIA,TVAN15,Il ruolo del calcio nella contrazione muscolare,Si deposita sulla troponina e permette tramite la rotazione della tropomiosina l'esposizione dei siti attivi,Si deposita sulla tropomiosina e permette la rotazione della troponina con l'esposizione dei siti attivi,Permette la rottura dei ponti attivi tra miosina e actina,,Si deposita sulla troponina e permette tramite la rotazione della tropomiosina l'esposizione dei siti attivi
ALTRI TEST - ANATOMIA,TVAN16,Il muscolo che permette di esercitare forza essenziale alla masticazione è,Temporale,Stiloideo,Massetere,,Massetere
ALTRI TEST - ANATOMIA,TVAN17,I muscoli che costituiscono la cuffia dei rotatori,Sovraspinato  sottospinato  sottoscapolare  grande rotondo,Sovraspinato  sottospinato  sottoscapolare  piccolo rotondo,Sovraspinato  sottospinato  sottoscapolare  capo lungo del bicipite,,Sovraspinato  sottospinato  sottoscapolare  piccolo rotondo
ALTRI TEST - ANATOMIA,TVAN18,L'articolazione gleno-omerale è,Una sincondrosi,Sindesmosi,Enartrosi,,Enartrosi
ALTRI TEST - ANATOMIA,TVAN19,Quante sono le ossa che costituiscono il piede,26,23,29,,26
ALTRI TEST - ANATOMIA,TVAN20,La cellula nervosa è costituita da,Dendrite  pirenoforo  neurite,Pirenoforo  assone,Assone  dendrite,,Dendrite  pirenoforo  neurite
ALTRI TEST - BIOLOGIA,TVBI1,Quando parliamo di cellula eucariota,parliamo di una cellula più semplice dal punto di vista di struttura,parliamo di una cellula più complessa dal punto di vista di struttura,parliamo di una cellula batterica,,parliamo di una cellula più complessa dal punto di vista di struttura
ALTRI TEST - BIOLOGIA,TVBI2,funzione del citoscheletro,sostegno della cellula,produzione di ATP,sostegno e organizzazione interna degli organelli,,sostegno e organizzazione interna degli organelli
ALTRI TEST - BIOLOGIA,TVBI3,funzione dei ribosomi,sintetizzano le proteine,producono ATP,sintetizzano DNA,,sintetizzano le proteine
ALTRI TEST - BIOLOGIA,TVBI4,La cellula procariota,E' più grande della eucariota,è più piccola della eucariota,è uguale alla eucariota,,è più piccola della eucariota
ALTRI TEST - BIOLOGIA,TVBI5,I mitocondri si trovano,nella cellula eucariota,nella cellula procariota,in entrambe le cellule,,nella cellula eucariota
ALTRI TEST - BIOLOGIA,TVBI6,I Flagelli,permettono il movimento della cellula,proteggono la cellula,permettono di trasmettere il DNA,,permettono il movimento della cellula
ALTRI TEST - BIOLOGIA,TVBI7,I batteri commensali,sono patogeni,vivono a carico dei dell'organismo ospite,sono utili all'organismo ospite,,sono utili all'organismo ospite
ALTRI TEST - BIOLOGIA,TVBI8,I batteri simbionti,sono patogeni,vivono nell'ospite in modo indifferente da quest'ultimo,vivono obbligatoriamente con l'organismo ospite,,vivono obbligatoriamente con l'organismo ospite
ALTRI TEST - BIOLOGIA,TVBI9,la tossina botulinica provoca,provoca perturbazione nel passaggio dei liquidi,paralisi spastica,paralisi flaccida,,paralisi flaccida
ALTRI TEST - BIOLOGIA,TVBI10,la cellula adiposa se troppo stimolata da deposito  rilascia,Citochine antiinfiammatorie,Citochine proinfiammatorie,è solo una cellula di deposito di acidi grassi,,Citochine proinfiammatorie
ALTRI TEST - BIORISONANZA,TVBO1,Cosa è l'Atomo,E' la parte fondamentale degli elementi in natura....,E' la più piccola parte di una molecola,E' la più piccola parte di ogni elemento esistente in natura che ne conserva le caratt. Chimico-fisiche,Nessuna risposta è corretta,E' la più piccola parte di ogni elemento esistente in natura che ne conserva le caratt. Chimico-fisiche
ALTRI TEST - BIORISONANZA,TVBO2,L'atomo è composto da:,Protoni e Neutroni,Protoni  Elettroni  Neutroni,Neutroni e Elettroni,,Protoni  Elettroni  Neutroni
ALTRI TEST - BIORISONANZA,TVBO3,Legge di indeterminazione di Eisenberg,Non si può mai conoscere esattamente la posizione e la velocità di un elettrone,Si può conoscere esattamente la posizione e la velocità,Non si può mai conoscere esattamente la posizio,,Non si può mai conoscere esattamente la posizione e la velocità di un elettrone
ALTRI TEST - BIORISONANZA,TVBO4,Teoria dei Biofotoni di Popp,"Il termine ""biofotoni"" indica l'emissione di energia che si propaga alla vel. della luce",Nessuna risposta è corretta,I Biofotoni indicano emissione di quanti di energia,"Il termine ""biofotoni"" indica l'emissione di energia che si propaga alla vel. della luce da parte dei sistemi viventi","Il termine ""biofotoni"" indica l'emissione di energia che si propaga alla vel. della luce da parte dei sistemi viventi"
ALTRI TEST - BIORISONANZA,TVBO5,II DNA viene definita un'antenna elettromagnetica che  funziona da stazione ricetrasmittente:,La sua irradiazione è coerente,La sua irradiazione è caotica,La sua irradiazione è impercettibile,,La sua irradiazione è coerente
ALTRI TEST - BIORISONANZA,TVBO6,Primo dispositivo che utilizza le informazioni delle oscillazioni elettromagnetiche per scopi terapeutici,Morell,Nessuna risposta è corretta,Jenny,Voll,Morell
ALTRI TEST - BIORISONANZA,TVBO7,La permeabilità cellulare garantisce,La riproduzione e l'eliminazione dei prodotti di rifiuto,L'introduzione nella cellula delle materie prime necessarie al suo sviluppo.,L'introduzione nella cellula delle materie prime necessarie al suo sviluppo  alla riproduzione e all' eliminazione dei prodotti di rifiuto.,Tutte le risposte sono corrette,L'introduzione nella cellula delle materie prime necessarie al suo sviluppo  alla riproduzione e all' eliminazione dei prodotti di rifiuto.
ALTRI TEST - BIORISONANZA,TVBO8,In condizioni di riposo la membrana cellulare è polarizzata,Negativamente (-90mV),Positivamente,Dipende dalle cellule,,Negativamente (-90mV)
